numero_ata;numero_item;codigo_unidade;nome_unidade;tipo_participacao;qtd_reservada;saldo_remanejamento;qtd_empenhada;saldo_empenho;data_atualizacao_saldo
00001/2024;00002;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1.0;1.0;0.0;1.0;2025-11-20T04:41:00
00001/2024;00002;926111;CORPO DE BOMBEIROS MILITAR - AL;PARTICIPANTE;8.0;8.0;;;
00001/2024;00003;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;1.0;1.0;;;
00001/2024;00003;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;2.0;2.0;;;
00001/2024;00003;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;1.0;1.0;;;
00001/2024;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00001/2024;00003;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;1.0;1.0;;;
00001/2024;00003;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;2.0;2.0;;;
00001/2024;00003;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;4.0;4.0;;;
00001/2024;00003;926111;CORPO DE BOMBEIROS MILITAR - AL;PARTICIPANTE;8.0;8.0;;;
00001/2024;00004;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;1.0;1.0;;;
00001/2024;00004;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00001/2024;00004;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;1.0;1.0;;;
00001/2024;00004;926111;CORPO DE BOMBEIROS MILITAR - AL;PARTICIPANTE;8.0;8.0;;;
00001/2024;00005;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;2.0;2.0;;;
00001/2024;00005;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00001/2024;00005;926111;CORPO DE BOMBEIROS MILITAR - AL;PARTICIPANTE;2.0;2.0;;;
00001/2025;00001;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;1.0;1.0;;;
00001/2025;00001;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;1.0;0.0;2.0;-1.0;2025-07-10T16:01:42
00001/2025;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;2.0;0.0;2.0;0.0;2025-07-10T16:01:42
00001/2025;00001;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;1.0;0.0;2.0;-1.0;2025-07-10T16:01:42
00001/2025;00001;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;2.0;-1.0;2025-08-01T13:12:08
00001/2025;00001;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;1.0;0.0;2.0;-1.0;2025-07-10T16:01:42
00001/2025;00001;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;1.0;0.0;2.0;-1.0;2025-07-11T16:21:00
00001/2025;00001;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;1.0;0.0;2.0;-1.0;2025-08-07T16:30:35
00001/2025;00001;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1.0;1.0;;;
00001/2026;00007;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00001/2026;00007;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;1.0;0.0;1.0;0.0;2026-01-16T12:14:21
00001/2026;00008;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00001/2026;00008;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;2.0;0.0;2.0;0.0;2026-01-16T12:14:21
00001/2026;00009;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00001/2026;00009;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;2.0;0.31582;0.84209;1.15791;2026-01-08T16:08:02
00002/2023;00001;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:06:12
00002/2023;00001;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:06:12
00002/2023;00001;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;22.0;0.0;22.0;0.0;2025-11-05T12:06:12
00002/2023;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00002/2023;00001;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;23.0;8.0;15.0;8.0;2025-11-05T12:06:12
00002/2023;00001;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;9.0;0.0;9.0;0.0;2025-11-05T12:06:12
00002/2023;00001;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;24.0;0.0;24.0;0.0;2025-11-05T12:06:12
00002/2023;00002;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:06:10
00002/2023;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00002/2023;00002;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;4.0;0.0;4.0;0.0;2025-11-05T12:06:10
00002/2023;00002;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-05T12:06:10
00002/2023;00002;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-11-05T12:06:10
00002/2023;00003;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:06:14
00002/2023;00003;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;22.0;0.0;22.0;0.0;2025-11-05T12:06:14
00002/2023;00003;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;30.0;0.0;30.0;0.0;2025-11-05T12:06:14
00002/2023;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00002/2023;00003;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-05T12:06:14
00002/2023;00003;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;12.0;7.0;5.0;7.0;2025-11-05T12:06:14
00002/2023;00003;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;6.0;0.0;6.0;0.0;2025-11-05T12:06:14
00002/2023;00003;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;18.0;0.0;18.0;0.0;2025-11-05T12:06:14
00002/2023;00003;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-11-05T12:06:14
00002/2023;00022;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:06:11
00002/2023;00022;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00002/2023;00022;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:06:11
00002/2023;00022;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;10.0;10.0;;;
00002/2023;00022;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-11-05T12:06:11
00002/2024;00006;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00002/2024;00006;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;2.0;2.0;;;
00002/2024;00006;926111;CORPO DE BOMBEIROS MILITAR - AL;PARTICIPANTE;2.0;2.0;;;
00002/2025;00002;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;120.0;0.0;120.0;0.0;2025-06-21T07:54:39
00002/2025;00002;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;300.0;0.0;300.0;0.0;2025-07-14T16:09:08
00002/2025;00002;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;90.0;0.0;90.0;0.0;2025-06-21T07:54:39
00002/2025;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;700.0;200.0;500.0;200.0;2025-06-21T07:54:39
00002/2025;00002;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;300.0;0.0;300.0;0.0;2025-06-25T15:00:15
00002/2025;00002;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;250.0;0.0;250.0;0.0;2025-06-27T15:56:12
00002/2025;00002;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;250.0;0.0;250.0;0.0;2025-06-21T07:54:39
00002/2025;00002;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;250.0;0.0;250.0;0.0;2025-06-24T13:14:40
00002/2025;00002;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;100.0;0.0;100.0;0.0;2025-07-09T13:23:51
00002/2025;00002;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;300.0;0.0;300.0;0.0;2025-06-21T07:54:39
00002/2025;00002;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;250.0;50.0;200.0;50.0;2025-07-04T11:15:55
00002/2025;00003;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;3600.0;2140.0;1460.0;2140.0;2025-06-21T07:54:40
00002/2025;00003;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;3000.0;0.0;3000.0;0.0;2025-07-14T16:09:08
00002/2025;00003;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;3000.0;0.0;3000.0;0.0;2025-06-21T07:54:40
00002/2025;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;2000.0;1800.0;200.0;1800.0;2025-06-21T07:54:40
00002/2025;00003;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;4000.0;0.0;4000.0;0.0;2025-06-25T15:00:15
00002/2025;00003;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;4000.0;250.0;3750.0;250.0;2025-11-20T04:41:00
00002/2025;00003;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;4000.0;0.0;4000.0;0.0;2025-06-21T07:54:40
00002/2025;00003;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;3000.0;0.0;3000.0;0.0;2025-06-24T13:14:40
00002/2025;00003;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;800.0;0.0;800.0;0.0;2025-07-09T13:23:51
00002/2025;00003;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;4000.0;0.0;4000.0;0.0;2025-06-21T07:54:40
00002/2025;00003;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;4000.0;2000.0;2000.0;2000.0;2025-07-04T11:15:55
00003/2023;00005;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:04:30
00003/2023;00005;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00003/2023;00005;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:04:30
00003/2023;00005;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-05T12:04:30
00003/2023;00005;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;14.0;0.0;14.0;0.0;2025-11-05T12:04:30
00003/2023;00005;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;50.0;0.0;50.0;0.0;2025-11-05T12:04:30
00003/2023;00006;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:04:34
00003/2023;00006;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;177.0;0.0;177.0;0.0;2025-11-05T12:04:34
00003/2023;00006;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;94.0;0.0;94.0;0.0;2025-11-05T12:04:34
00003/2023;00006;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00003/2023;00006;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:04:34
00003/2023;00006;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;8.0;0.0;8.0;0.0;2025-11-05T12:04:34
00003/2023;00007;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:04:38
00003/2023;00007;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00003/2023;00007;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-11-05T12:04:38
00003/2023;00007;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;26.0;11.0;15.0;11.0;2025-11-05T12:04:38
00003/2023;00008;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00003/2023;00008;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;42.0;0.0;42.0;0.0;2025-11-05T12:04:29
00003/2023;00008;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;22.0;0.0;22.0;0.0;2025-11-05T12:04:29
00003/2023;00009;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:04:42
00003/2023;00009;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:04:42
00003/2023;00009;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-11-05T12:04:42
00003/2023;00009;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00003/2023;00009;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;8.0;4.0;4.0;4.0;2025-11-05T12:04:42
00003/2024;00026;153063;UNIVERSIDADE FEDERAL DO PARA;NÃO PARTICIPANTE;400.0;;67.0;333.0;2025-12-09T11:09:52
00003/2024;00026;154039;FUNDACAO UNIVERSIDADE DO AMAZONAS;NÃO PARTICIPANTE;47.0;;47.0;0.0;2025-11-27T15:56:39
00003/2024;00026;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;100.0;60.0;40.0;60.0;2025-11-27T15:56:39
00003/2024;00026;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;213.0;213.0;;;
00003/2024;00026;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;95.0;43.0;52.0;43.0;2025-11-27T15:59:35
00003/2024;00026;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00003/2024;00026;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;NÃO PARTICIPANTE;40.0;;40.0;0.0;2025-11-27T15:56:39
00003/2024;00026;158280;IFPB - CAMPUS CAJAZEIRAS;NÃO PARTICIPANTE;60.0;;60.0;0.0;2025-11-27T15:56:39
00003/2024;00026;158364;IFSP - CAMPUS SALTO;NÃO PARTICIPANTE;68.0;;44.0;24.0;2025-11-27T15:56:39
00003/2024;00026;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;121.0;74.08155;46.91845;74.08155;2025-11-27T15:56:39
00003/2024;00026;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;236.0;152.0;84.0;152.0;2025-11-27T15:56:39
00003/2024;00026;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;124.0;80.0;44.0;80.0;2025-11-27T15:56:39
00003/2024;00026;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;60.0;60.0;;;
00003/2024;00026;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;100.0;27.0;73.0;27.0;2025-11-27T15:56:39
00003/2024;00026;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;40.0;36.0;4.0;36.0;2025-11-27T15:56:39
00003/2024;00026;158515;UNIVERSIDADE FEDERAL DO OESTE DO PARA;NÃO PARTICIPANTE;111.0;;108.0;3.0;2025-12-22T17:39:36
00003/2024;00026;158516;INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC;NÃO PARTICIPANTE;221.0;;221.0;0.0;2025-11-27T15:56:39
00003/2024;00026;158567;INST.FED.DO PARA/CAMPUS ITAITUBA;NÃO PARTICIPANTE;53.0;;53.0;0.0;2025-11-27T15:56:39
00003/2024;00026;158748;IFSP - CAMPUS ITAQUAQUECETUBA;NÃO PARTICIPANTE;10.0;;10.0;0.0;2025-11-27T15:56:39
00003/2024;00026;240129;CENTRO DE TECN. DA INF. RENATO ARCHER - CTI;NÃO PARTICIPANTE;60.0;;60.0;0.0;2025-11-27T15:56:39
00003/2025;00001;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;20.0;20.0;;;
00003/2025;00001;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-06-25T12:23:00
00003/2025;00001;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;20.0;20.0;;;
00003/2025;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;20.0;15.0;5.0;15.0;2025-06-21T07:54:39
00003/2025;00001;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-06-21T07:54:39
00003/2025;00001;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-06-21T07:54:39
00003/2025;00001;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;30.0;0.0;30.0;0.0;2025-06-21T07:54:39
00004/2023;00004;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;2.0;2.0;;;
00004/2023;00004;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-05T12:08:15
00004/2023;00004;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-11-05T12:08:15
00004/2023;00004;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2023;00004;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;10.0;5.0;5.0;5.0;2025-11-05T12:08:15
00004/2023;00004;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;4.0;0.0;4.0;0.0;2025-11-05T12:08:15
00004/2023;00004;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:08:15
00004/2023;00004;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;2.0;0.0;2.0;0.0;2025-11-05T12:08:15
00004/2023;00004;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-05T12:08:15
00004/2024;00014;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;147.0;0.0;147.0;0.0;2025-06-17T01:02:01
00004/2024;00014;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2024;00014;158421;INST.FED. ESPIRITO SANTO/CAMPUS CARIACICA;NÃO PARTICIPANTE;160.0;;160.0;0.0;2025-12-15T16:27:23
00004/2024;00014;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;50.0;50.0;;;
00004/2024;00014;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;120.0;120.0;;;
00004/2024;00014;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;10.0;10.0;;;
00004/2025;00001;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;1.0;1.0;;;
00004/2025;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2025;00001;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;1.0;1.0;;;
00004/2025;00001;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;10.0;10.0;;;
00004/2025;00001;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;30.0;10.0;20.0;10.0;2025-09-01T15:40:51
00004/2025;00002;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;4.0;2.0;2.0;2.0;2025-06-21T13:02:28
00004/2025;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2025;00002;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;3.0;3.0;;;
00004/2025;00002;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;10.0;10.0;;;
00004/2025;00002;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;1.0;0.0;1.0;0.0;2025-06-21T13:02:28
00004/2025;00003;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;30.0;17.0;13.0;17.0;2025-06-21T13:02:28
00004/2025;00003;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;33.0;33.0;;;
00004/2025;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2025;00003;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;2.0;2.0;;;
00004/2025;00003;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;10.0;0.0;10.0;0.0;2025-06-21T13:02:28
00004/2025;00003;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;12.0;0.0;12.0;0.0;2025-06-21T13:02:28
00004/2025;00004;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-06-26T10:58:18
00004/2025;00004;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2025;00004;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;10.0;10.0;;;
00004/2025;00005;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;18.0;0.0;18.0;0.0;2025-06-26T10:58:18
00004/2025;00005;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2025;00005;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;3.0;3.0;;;
00004/2025;00006;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2025;00006;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;11.0;11.0;;;
00004/2025;00007;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00004/2025;00007;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;4.0;4.0;;;
00005/2023;00035;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;12.0;12.0;;;
00005/2023;00035;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;6.0;6.0;;;
00005/2023;00035;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;10.0;10.0;;;
00005/2023;00035;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2023;00035;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;10.0;10.0;;;
00005/2023;00035;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;19.0;19.0;0.0;19.0;2025-11-20T04:41:00
00005/2023;00035;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;20.0;20.0;;;
00005/2023;00035;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;8.0;8.0;;;
00005/2023;00035;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;20.0;20.0;;;
00005/2023;00035;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;5.0;5.0;;;
00005/2024;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00001;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;42.0;0.0;42.0;0.0;2025-02-03T16:33:37
00005/2024;00001;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;16.0;0.0;16.0;0.0;2024-09-17T07:20:05
00005/2024;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00002;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;27.0;0.0;27.0;0.0;2025-11-20T04:41:00
00005/2024;00002;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;10.0;0.0;10.0;0.0;2024-09-17T07:19:22
00005/2024;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00005/2024;00003;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;20.0;0.0;20.0;0.0;2025-05-26T11:16:51
00005/2024;00003;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;5.0;5.0;;;
